content,subject,sentiment_value,score
驾驶位置因为方向盘可以上下前后调节所以腿部很舒服而且车内的储物很丰富放一些小东西很方便,空间,1,5
扎实的地盘液压主力方向盘给你沉稳的反馈无论是过弯还是急刹都不会觉得力不从心的方向盘的沉稳带给我们安全的驾驶,操控,1,5
坐在车里没人的感觉没有丝毫的拥挤与压抑而且座椅包裹性还不错坐在也舒服高速也没什么异常很满意,舒适性,1,5
做工精细稳重大方大众的一贯作风,内饰,1,5
车内很大调好位置后能够找到比较舒服的驾乘姿势后备箱的也很大,空间,0,4
要比别的车踩深一些才会有反应自己的感觉制动一般不飚车够用,操控,1,5
有很多好的一个很大的手触液晶屏提供倒车影像导航蓝牙等实用功能,配置,0,4
一般毕竟后悬挂不是独立的减震调校偏硬路感较强,舒适性,0,4
车身稳定系统是最喜欢的了作为这个价位能配这个绝对是良心,配置,1,5
很好看！邻居都说这车够大体霸气有一股杀气就是少了个雾灯显得没精神,外观,1,5
感觉挺大的驾驶大后排又大又舒服！,空间,1,5
本人开习惯了公司的手动汽车相对我的自动挡朗逸来说性就没有手动的强！我平时也喜欢使用手动模式来开这样才能找到开车的感觉！本来打算买手动的但从长远来看还是买自动的吧！以后给老爸老婆开都可以好开点！,操控,1,5
自动挡起步确实是有点弱但主要是我自己一个人开上下班这个我还能接受！这车的爆发力也不错足够我们在路上超车使用,动力,1,5
1.6自动舒适版的总的来说还是可以自动天窗在这样的季节似乎很有必要拥有ESP也是很强悍的胎压监测真心实用,配置,1,5
这个价钱买的车我自己觉得还是比较合适的性价比不错,价格,1,5
车头感觉很大气侧身也很有肌肉感,外观,0,4
级车中敢和朗逸比的估计没有几款车,空间,0,4
坐过我车的人都会说坐着很舒服,舒适性,0,4
朗逸的属于稳重中带有一点点时尚感平时开着去上班郊游逛超市走亲访友都还是挺合适的适合我们8090年的开,外观,0,4
老婆说车的坐垫选得不错无论是颜色还是做工材料她都喜欢喜欢就喜欢吧反正我们家她是老大哈哈！！！,内饰,0,4
还是比较够用的后车厢和驾驶座的都挺大退伸开也不会有很拘束的感觉就是大胖子坐进去也是没得问题的,空间,0,4
方向盘比较精准感不错转弯的时候都可以准确的进入相应车道,操控,0,3
方面也还可以只要起步的时候你舍得给油推力感还是很强的,动力,0,4
舒适度仁者见仁智者见智我认为还挺好的但这不是大众车的长处大众能是最好的,舒适性,0,3
稳重大方大众的一贯作风,内饰,0,4
加速感明显方向盘很稳,操控,1,5
整体性能还是不错的方面也让我很满意发动机比较成熟的质量可靠,动力,0,4
很大一家子出去旅游购物什么的都够了,空间,1,5
很顺手不管转弯急刹车等等都很平稳,操控,0,4
1.4T的很强劲,动力,1,5
座椅加热后视镜加热折叠感应雨刷胎压监测等等非常丰富也很实用,配置,1,5
大气稳重而不张扬大众家族的脸谱配上流线的身材和圆润性感的屁股加上漂亮的尾灯只有两个字形容完美,外观,1,5
方面设计的比较干净中控简洁易懂整体不错,内饰,1,5
排比较充裕后排坐三个成年人一点问题也没有尤其是后排水杯架设计很人性化啊！,空间,1,5
方向稳转向准给人有信心有种安全感简单易学,操控,1,5
起步还是有一定的推背的感觉的加速反应很快,动力,1,5
全系标配ESP胎压监测都很实用,配置,1,5
大众的车这个还是很便宜的,价格,1,5
空调很给力隔音效果不错座椅软硬适中整体很舒服,舒适性,1,5
加速性能很不错了提速快就是起停后提速有点反应慢路中提速还是很快,动力,1,5
1.4T的总的来说还是可以自动天窗在这样的季节似乎很有必要拥有ESP也是很强悍的胎压监测真心实用在多雨的季节有个后视镜加热后窗除雾真的太完美了,配置,1,5
稳重中有秀气秀气中又不失精致,外观,1,5
是明显的德系车风格合理的设计使得在使用中非常方便,内饰,1,5
相对这个价位的其他车还行家庭用足够,空间,1,5
外后视镜可以电动折叠电加热自动防眩目内后视镜发生交通事故后油箱自动切断不会发生漏油引发爆炸考虑的比较人性化在安全上考虑的比较多,配置,1,5
燃油经济性让人满意一直经常市内上下班代步一直控制在10个以内综合考虑性价比还是可以的,价格,1,5
总体乘坐和驾驶感觉舒适,舒适性,1,5
方向盘说不上轻也说不上重可以说是顺其自然转的时候比较精准转弯的时候都可以准确的进入相应车道排挡也很轻松按一下直接挂档即可没有什么阻力,操控,1,5
该有的基本上都有什么真皮座椅啊反光镜加热啊esp稳定系统啊天窗啊都有,配置,0,4
窗关上以后噪音还是可以接受的车窗打开就比较吵了所以一般都是关着车窗的整体来说舒适度满意能接受,舒适性,1,5
外形乍眼看去还是明显的了解就是大众的车子但是近看还是很容易看得出来就是朗逸得了辨识度比较的高,外观,1,5
我的黑外内黑真皮座椅真皮方向盘设计合理随手可得舒服大方软硬塑材合理搭配最重要新车无太大异味强于国产车,内饰,0,4
相当了得非常好不管是乘坐还是尾箱都很好,空间,1,5
性能很好方向盘很轻定速巡航和换挡拨片很实用唯一的就是减震有点硬可能运动款的原因吧,操控,1,5
4T足够偶尔大脚踩几下油门马上源源不断感受到要爆炸,动力,0,4
不花哨确实满足驾驶者的乘坐需求都是些实用的功能定速巡航是我必须要的另外雾灯的随转亮起我发现在转弯的时候非常有用的,配置,1,5
最满意的一点不高的说平均在7.2上偶尔同样的路也跑过6.2呵呵综合来看平均百公里在54元多点确实不算贵啊,价格,1,5
座位的前后调节和靠背的调节不是那么方便座椅时间长了有点小压中的来说舒适度不错,舒适性,1,5
对于家用可以说绰绰有余了超车很轻松提速速度也很快,动力,1,5
清新的浅蓝色涂装造型俊俏线条明朗弧度曲线流畅时尚动感彰显独特乍眼看去很容易辨认,外观,1,5
相似于运动版只是金属质感的装饰全部变成了白色与黑色的内衬座椅搭配具有对比度看去更加简约,内饰,1,5
前排宽敞不用说后排坐三人不成问题偶尔挤四人还是可以接受的范围后备箱能存储的东西多,空间,1,5
方向盘很稳指向精准响应不错变速器顺畅两者结合过弯轻松底盘开起来很扎实有力,操控,1,5
起步好爆发力强劲从容顺畅给点油超车上高速无压力特别等红灯时踩刹车还会自动熄火绿灯亮了刹车一放马上就上路了省油,动力,1,5
多增了一些节能减排技术配上特有的制动能量回收低风阻空气套和防紫外线隔热玻璃等自然省油更实在,配置,1,5
较高开起来来特别省油,价格,1,5
内部的隔音做的非常好座椅舒服前排提升了支撑力和运动感后排座椅提升了柔软,舒适性,1,5
起步涡轮没介入前相对很肉介入后就还不错！起步时候要给油不然动不起来！后期加速还不错,动力,1,5
只要舍得给油还是源源不断的,动力,1,5
该有的基本上都有什么真皮座椅啊反光镜加热啊esp稳定系统啊电动天窗啊都有唯一没有的就是定速巡航这个比较遗憾,配置,1,5
整体大气沉稳中庸中透出时尚,外观,1,5
饰我选了米内的和白色的外漆很协调整体给人感觉很舒服顺眼做工方面比较的不多说不出个所以然但我觉得还是很不错的,内饰,1,5
客货皆宜家居用车神器啊,空间,1,5
够用座椅还有高低调节腰部支撑调节行,舒适性,1,5
看起来很酷且长短适中轮毂和熏黑的尾灯很漂亮,外观,1,5
主驾驶和副驾驶宽度还是可以的乘座比较舒服,空间,1,5
性能很好方向盘很轻,操控,1,5
刹车和别的车好像不太一样不是稍微踩点下去就有感觉要比别的车踩深一些才会有反应,操控,0,4
前排比较充裕后排坐三个成年人一点问题也没有尤其是后排水杯架设计很人性化啊！,空间,0,4
和很实用全系标配ESP胎压监测都很实用,配置,0,4
大众的车保值率高保有量高性价比自然高适合家用,价格,0,4
性价比还是不错的尤其是,价格,1,5
简洁舒适显档次材质一般做工精细稳重大方大众的一贯作风但某些细节不太令人满意,内饰,1,5
前脸我很喜欢从前边看高端大气上档次啊,外观,0,4
黑给人感觉前卫舒畅又很成稳做工扎实,内饰,0,4
是相当满意的了A级车当中朗逸的屈指可数,空间,0,4
这个不用说充沛,动力,0,4
一些和的很实用总体感觉不错,配置,0,4
车车的线条不错后屁股也很性感木有换成氙气大灯个人感觉有些遗憾或者做个大灯熏黑也能带来点年轻的问道嘛,外观,1,5
简约大方虽说没什么科技感但足够用了仪表盘我特别喜欢清晰易读塑料件啥的很扎实轻易不容易坏,内饰,0,4
灰常满意基本同级罕逢敌手后背箱规整放得下不少东西内部储物很足每个门都能轻松放下瓶不小的饮料,空间,1,5
性能还不错高速上稳重城市里轻巧有一个问题就是转向是机械液压助理有点小费劲,操控,1,5
不错！尤其是开了运动模式反正我觉得推背感很强关键还是在高速公路上的燃油经济性有优势,动力,0,4
我选的是舒适版的朗逸来说处于车辆的中间我个人感觉这是最有性价比的一种的车型低配的不高没有天窗,配置,1,5
驾驶和乘坐的感觉都还不错尤其自动舒适版的腰部支撑还是挺满意的,舒适性,1,5
大气稳重正是由于朗逸霸气的所以才选择购买这款车开出去显得大气稳重很有魅力,外观,0,4
简单实用我选择的是黑色的显得低调简约,内饰,0,4
储物方面做的很到位开车喝点水什么的都很顺手出去玩后排坐3个人都很富余后备箱足够了可以装下不少东西,空间,0,4
电子助力很好用指向非常清晰高速上行驶很稳,操控,1,5
1.6的发动机整体还是不错提速也是很快的,动力,0,4
安全到位外放接口丰富尤其是后视镜加热很实用,配置,0,4
同级车中朗逸大气还省油大众品牌还保值性价比杠杠的,价格,0,4
稳重时尚型霸气的前脸动感分明的棱线饱满的轮廓硬朗的车身尾部也很性感都很喜欢,外观,1,5
做工精致表现优秀细节处理到位挺耐看的简单实用的中控按键功能分布合理使用方便,内饰,1,5
满足需要前排坐着宽敞后排充裕给力后备箱也很大能放好多东西用处非常好的一辆车,空间,1,5
转向助力方向灵敏没有虚位变速器舒畅柔和刹车还可以不过为了安全考虑新手一定得控制好谨防出事,操控,1,5
涡轮增压和DSG没的说充沛酣畅一般爬坡都不减档完全能冲上去踩油门推背感油然而生超车轻松,动力,1,5
高配车有多功能真皮方向盘座椅带前排加热无钥匙启动还有坡道辅助导航系统倒车雷达等也很实用,配置,1,5
较高既享受又安全,价格,1,5
自动恒温空调好前后排都能吹到觉得闷了就开天窗通风很流通隔音也不赖真皮座椅承托力包裹性不错,舒适性,1,5
